MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday_Yes,RainTomorrow_Yes
10.1,23.5,0.0,2.4,6.9,33.0,15.0,20.0,78.0,45.0,1024.2,1020.6,8.0,8.0,15.4,22.8,0.0,0.0
12.7,23.7,0.0,3.2,9.8,31.0,17.0,24.0,63.0,65.0,1024.4,1022.6,1.0,1.0,18.5,22.1,0.0,0.0
7.8,19.3,0.0,2.4,9.5,54.0,20.0,33.0,79.0,46.0,1019.6,1017.3,1.0,1.0,13.5,18.2,0.0,0.0
9.2,20.0,0.0,5.2,8.4,33.0,24.0,7.0,61.0,54.0,1024.4,1023.0,1.0,2.0,13.6,19.5,0.0,0.0
7.8,19.5,1.0,1.8,5.6,52.0,19.0,28.0,73.0,74.0,1027.5,1026.3,2.0,6.0,11.9,16.9,0.0,0.0
10.6,19.5,21.2,4.2,4.4,48.0,15.0,22.0,93.0,50.0,1029.7,1026.5,7.0,5.0,13.8,17.8,0.0,0.0
8.5,19.9,2.0,1.4,4.7,26.0,19.0,17.0,91.0,64.0,1026.6,1022.6,5.0,5.0,12.0,18.0,0.0,0.0
5.7,16.3,0.0,1.6,1.9,22.0,13.0,9.0,92.0,77.0,1017.0,1012.4,5.0,7.0,10.9,13.9,0.0,1.0
6.7,17.3,0.0,4.0,9.7,44.0,26.0,19.0,59.0,37.0,1025.6,1024.3,1.0,0.0,10.6,16.7,0.0,0.0
7.2,17.0,0.0,4.6,9.8,48.0,30.0,26.0,58.0,36.0,1015.6,1013.0,1.0,1.0,10.5,16.8,1.0,0.0
6.9,18.2,0.0,4.0,9.6,41.0,28.0,19.0,57.0,26.0,1017.6,1012.9,0.0,0.0,10.5,17.8,0.0,0.0
6.9,17.4,2.0,1.6,6.0,30.0,11.0,20.0,85.0,65.0,1026.4,1023.0,6.0,6.0,12.1,16.7,0.0,0.0
8.2,18.3,0.2,1.8,7.5,31.0,13.0,20.0,91.0,63.0,1024.4,1022.1,5.0,2.0,12.2,17.1,0.0,0.0
5.8,17.7,0.2,0.4,7.1,22.0,19.0,13.0,89.0,63.0,1025.5,1021.7,4.0,6.0,10.5,16.0,0.0,0.0
7.5,22.0,0.0,2.6,9.7,54.0,28.0,28.0,51.0,29.0,1020.6,1016.5,5.0,6.0,13.9,20.6,0.0,0.0
8.7,22.8,0.0,4.4,9.7,67.0,30.0,41.0,34.0,27.0,1019.9,1016.0,0.0,1.0,17.2,22.6,0.0,1.0
3.7,18.6,0.2,2.0,9.8,30.0,7.0,19.0,85.0,68.0,1034.3,1030.7,5.0,1.0,10.9,16.8,0.0,0.0
4.4,21.1,0.0,1.6,9.6,31.0,19.0,20.0,86.0,47.0,1032.3,1029.7,1.0,1.0,11.6,17.7,0.0,0.0
4.3,20.3,0.0,2.6,9.8,28.0,17.0,13.0,78.0,40.0,1033.0,1027.4,1.0,0.0,10.5,19.5,0.0,0.0
7.3,17.1,0.4,4.4,2.5,57.0,33.0,22.0,73.0,93.0,1004.0,1003.7,7.0,8.0,13.2,13.4,0.0,0.0
11.8,18.8,21.8,3.6,3.8,65.0,33.0,33.0,76.0,87.0,1013.7,1015.1,6.0,7.0,15.9,13.9,0.0,0.0
10.5,18.0,21.4,4.4,5.2,44.0,17.0,24.0,70.0,72.0,1023.8,1024.0,7.0,7.0,13.1,14.4,0.0,0.0
8.7,18.6,7.0,2.4,0.0,50.0,2.0,19.0,97.0,79.0,1023.0,1021.0,7.0,8.0,13.9,16.3,0.0,0.0
13.2,20.2,21.4,3.8,6.2,57.0,24.0,28.0,52.0,65.0,1023.2,1021.6,4.0,7.0,18.4,18.4,0.0,0.0
6.4,23.9,0.2,3.8,8.6,41.0,17.0,20.0,78.0,33.0,1018.2,1012.2,4.0,7.0,14.4,23.4,0.0,0.0
12.0,18.8,0.0,4.6,0.8,70.0,15.0,7.0,65.0,80.0,1010.5,1007.7,7.0,7.0,14.4,14.5,0.0,0.0
9.5,17.6,3.6,3.2,4.6,70.0,39.0,41.0,45.0,43.0,1012.0,1011.5,7.0,5.0,12.8,17.1,0.0,0.0
8.3,24.0,0.2,4.0,10.5,26.0,9.0,13.0,67.0,45.0,1020.1,1014.3,0.0,1.0,16.4,23.5,0.0,0.0
14.2,24.4,6.0,4.6,7.9,56.0,9.0,31.0,91.0,29.0,1009.5,1009.0,6.0,4.0,14.5,24.0,0.0,0.0
11.7,20.5,0.0,4.6,7.3,31.0,7.0,22.0,74.0,58.0,1019.0,1015.3,6.0,3.0,17.8,19.8,0.0,0.0
14.0,26.1,0.0,2.8,7.5,54.0,13.0,28.0,68.0,31.0,1011.0,1005.8,4.0,2.0,19.2,26.0,0.0,0.0
12.5,23.1,0.2,7.2,9.0,48.0,24.0,28.0,44.0,23.0,1013.6,1010.1,6.0,4.0,18.3,22.6,0.0,0.0
9.1,31.1,0.0,6.2,9.4,39.0,13.0,20.0,45.0,19.0,1016.5,1013.0,1.0,1.0,21.1,30.2,0.0,0.0
12.3,30.6,0.0,7.0,3.0,33.0,9.0,13.0,41.0,27.0,1015.3,1010.9,5.0,6.0,24.3,29.5,0.0,0.0
19.3,32.6,0.0,7.2,7.2,56.0,17.0,30.0,31.0,53.0,1009.1,1009.0,7.0,3.0,25.2,23.7,0.0,0.0
14.6,19.1,0.4,5.6,2.1,46.0,31.0,19.0,87.0,93.0,1017.9,1018.4,7.0,7.0,16.7,15.7,0.0,0.0
15.9,30.8,0.0,7.2,7.1,76.0,9.0,20.0,63.0,38.0,1008.5,1006.5,4.0,7.0,22.9,26.6,0.0,0.0
12.2,24.0,0.0,4.8,9.5,41.0,11.0,24.0,70.0,44.0,1027.5,1022.1,5.0,1.0,17.3,23.1,0.0,0.0
12.8,31.5,0.0,7.4,9.8,50.0,11.0,30.0,64.0,10.0,1013.4,1008.5,2.0,3.0,20.8,30.6,0.0,0.0
10.7,24.3,0.0,8.0,11.9,39.0,11.0,24.0,37.0,45.0,1017.3,1015.8,1.0,1.0,22.2,23.4,0.0,0.0
11.1,24.7,0.0,6.4,8.8,41.0,19.0,24.0,69.0,50.0,1023.8,1019.3,6.0,7.0,19.6,23.6,0.0,0.0
13.6,28.8,0.0,5.8,7.5,57.0,11.0,35.0,62.0,52.0,1017.9,1012.3,3.0,6.0,21.8,23.9,0.0,0.0
17.1,24.4,0.0,6.6,6.6,39.0,9.0,28.0,61.0,69.0,1018.1,1016.1,6.0,3.0,21.7,22.9,0.0,0.0
17.1,23.1,0.0,7.0,2.8,35.0,20.0,20.0,61.0,58.0,1020.0,1018.9,7.0,7.0,19.6,20.8,0.0,0.0
12.3,22.8,0.4,5.2,8.1,37.0,15.0,28.0,54.0,53.0,1019.6,1016.5,6.0,5.0,20.2,21.4,0.0,0.0
15.6,25.5,0.0,8.6,12.2,46.0,17.0,31.0,62.0,57.0,1016.5,1015.7,2.0,2.0,22.0,24.1,0.0,0.0
16.1,23.8,0.0,7.6,5.6,43.0,26.0,31.0,75.0,66.0,1021.7,1018.7,6.0,6.0,20.7,22.2,0.0,0.0
18.2,25.4,0.0,5.2,4.7,41.0,13.0,22.0,68.0,63.0,1019.0,1016.0,7.0,6.0,21.1,24.4,0.0,0.0
18.3,34.1,3.2,5.2,9.7,44.0,13.0,20.0,83.0,42.0,1012.7,1009.4,6.0,3.0,22.6,31.7,1.0,0.0
20.7,35.6,0.0,7.8,9.6,67.0,13.0,28.0,57.0,34.0,1013.8,1009.4,7.0,5.0,28.0,33.5,0.0,1.0
19.5,25.4,6.0,5.6,8.1,41.0,17.0,28.0,77.0,76.0,1014.8,1013.9,6.0,6.0,23.4,23.1,0.0,0.0
17.2,26.8,0.0,5.6,4.9,39.0,19.0,28.0,74.0,69.0,1015.1,1011.1,6.0,3.0,23.0,25.6,0.0,0.0
14.2,28.3,0.0,7.8,8.2,41.0,19.0,24.0,57.0,59.0,1007.0,1001.4,2.0,6.0,22.9,26.2,0.0,0.0
17.3,24.0,0.0,6.6,10.6,57.0,37.0,30.0,70.0,57.0,1005.5,1007.5,6.0,2.0,22.0,21.8,0.0,0.0
17.1,31.2,0.0,7.8,8.6,52.0,15.0,35.0,60.0,50.0,1017.3,1014.4,2.0,3.0,24.4,29.0,0.0,0.0
19.2,28.7,2.4,9.6,3.2,39.0,9.0,11.0,93.0,57.0,1016.1,1013.2,8.0,7.0,19.4,27.7,0.0,0.0
19.4,31.0,2.4,1.8,5.4,50.0,9.0,31.0,82.0,80.0,1012.8,1013.4,5.0,7.0,24.3,23.2,0.0,1.0
16.9,26.6,0.0,7.6,8.4,48.0,20.0,33.0,78.0,72.0,1014.5,1013.9,6.0,6.0,22.8,25.0,1.0,0.0
19.9,27.0,0.0,7.8,4.7,39.0,17.0,28.0,78.0,71.0,1018.8,1017.9,7.0,7.0,23.9,25.5,0.0,0.0
20.0,30.0,0.0,6.4,11.8,37.0,20.0,26.0,71.0,50.0,1020.2,1019.4,5.0,2.0,25.6,28.3,0.0,1.0
20.5,30.0,0.0,7.8,13.6,44.0,15.0,28.0,58.0,48.0,1020.6,1017.9,1.0,2.0,26.4,28.7,1.0,1.0
19.6,28.4,0.4,6.4,9.3,33.0,2.0,22.0,76.0,68.0,1010.7,1006.1,5.0,3.0,22.9,26.4,0.0,0.0
22.8,35.4,3.4,5.6,11.0,59.0,19.0,31.0,75.0,31.0,1000.8,997.9,3.0,8.0,26.6,34.4,0.0,0.0
19.4,21.8,6.4,1.8,0.0,44.0,13.0,15.0,92.0,94.0,1012.2,1011.5,7.0,7.0,19.9,18.2,0.0,1.0
16.7,24.7,4.2,5.8,6.2,48.0,13.0,19.0,78.0,92.0,1014.5,1015.1,4.0,6.0,21.6,20.0,1.0,0.0
14.4,25.3,0.0,5.8,5.4,33.0,13.0,19.0,76.0,57.0,1015.6,1015.1,5.0,5.0,19.1,24.4,1.0,1.0
18.1,28.8,0.0,5.2,11.0,39.0,11.0,26.0,74.0,56.0,1024.1,1022.7,1.0,2.0,25.3,28.3,1.0,0.0
17.2,29.5,0.0,6.0,11.6,39.0,9.0,28.0,71.0,50.0,1023.4,1020.4,2.0,1.0,24.4,29.0,0.0,0.0
19.3,30.5,0.0,7.2,12.6,48.0,19.0,30.0,65.0,46.0,1017.1,1015.3,1.0,4.0,24.4,28.9,0.0,0.0
17.3,30.5,0.0,9.2,12.6,52.0,17.0,30.0,63.0,46.0,1018.8,1017.1,2.0,1.0,24.4,28.2,0.0,0.0
17.2,29.3,0.0,8.0,9.5,41.0,6.0,26.0,70.0,58.0,1019.7,1018.8,2.0,7.0,24.0,26.3,0.0,0.0
20.0,27.5,11.8,12.0,11.5,33.0,9.0,20.0,85.0,70.0,1016.4,1014.1,4.0,2.0,23.9,26.0,0.0,0.0
19.6,27.9,0.0,6.4,7.6,43.0,7.0,30.0,87.0,67.0,1014.2,1014.0,7.0,4.0,23.0,26.5,0.0,0.0
19.5,27.0,0.0,5.6,7.2,35.0,17.0,15.0,78.0,65.0,1015.1,1013.2,6.0,2.0,23.0,25.8,0.0,0.0
18.1,37.8,0.2,15.0,7.0,70.0,9.0,19.0,76.0,28.0,1007.6,1003.8,1.0,2.0,25.0,37.0,0.0,0.0
20.1,24.7,8.2,10.0,1.1,54.0,24.0,24.0,72.0,51.0,1017.5,1017.2,7.0,8.0,21.8,23.7,0.0,0.0
12.3,28.9,0.0,4.6,10.3,39.0,9.0,20.0,83.0,54.0,1016.3,1013.1,1.0,1.0,20.1,27.2,0.0,0.0
20.0,30.4,0.4,6.0,9.4,35.0,7.0,24.0,92.0,69.0,1013.0,1009.7,7.0,1.0,21.6,26.7,0.0,0.0
18.0,26.8,0.0,5.4,6.0,35.0,22.0,20.0,82.0,71.0,1016.7,1016.3,7.0,7.0,24.5,25.4,1.0,1.0
21.1,29.5,0.0,5.6,8.2,37.0,2.0,26.0,89.0,66.0,1016.9,1014.0,7.0,1.0,23.6,28.0,1.0,0.0
16.2,24.1,8.2,5.2,10.4,44.0,13.0,19.0,59.0,35.0,1017.3,1015.5,5.0,1.0,20.4,22.8,0.0,0.0
10.5,25.9,0.0,5.6,5.3,33.0,4.0,9.0,70.0,50.0,1015.9,1012.0,1.0,7.0,19.2,25.0,0.0,0.0
17.1,34.2,0.0,4.0,8.2,48.0,7.0,11.0,84.0,40.0,1008.5,1003.2,6.0,1.0,20.9,32.7,0.0,0.0
16.3,33.1,0.0,5.4,6.5,56.0,11.0,13.0,82.0,45.0,1012.2,1008.3,2.0,6.0,22.2,30.9,1.0,1.0
15.4,24.2,4.8,4.2,10.0,39.0,11.0,28.0,74.0,62.0,1016.6,1016.2,1.0,2.0,19.3,23.6,1.0,0.0
17.3,24.8,0.0,4.6,1.7,35.0,13.0,20.0,89.0,68.0,1023.9,1022.2,8.0,7.0,19.7,23.2,0.0,0.0
16.9,22.9,11.8,2.8,0.5,37.0,7.0,17.0,88.0,75.0,1025.8,1023.9,7.0,7.0,19.9,22.0,0.0,1.0
14.7,27.8,4.4,1.2,8.5,37.0,9.0,24.0,97.0,52.0,1025.2,1020.3,4.0,4.0,19.0,26.2,1.0,1.0
13.0,26.5,14.6,5.8,8.4,80.0,9.0,37.0,93.0,41.0,1008.3,1007.7,6.0,3.0,16.6,22.1,0.0,0.0
10.7,24.4,0.4,10.8,5.2,46.0,20.0,24.0,85.0,69.0,1018.6,1016.8,2.0,7.0,17.7,21.3,0.0,0.0
12.9,22.2,0.0,4.0,7.9,37.0,15.0,20.0,69.0,52.0,1023.0,1021.2,6.0,2.0,18.8,20.6,0.0,0.0
10.0,22.2,0.0,3.6,8.6,33.0,11.0,17.0,72.0,57.0,1023.7,1021.6,2.0,2.0,18.0,21.2,0.0,0.0
9.3,27.3,0.0,3.0,10.2,39.0,13.0,7.0,76.0,44.0,1025.4,1021.8,3.0,2.0,18.0,27.0,0.0,0.0
12.5,18.7,0.0,11.0,3.2,52.0,33.0,28.0,66.0,56.0,1008.5,1009.6,7.0,7.0,14.4,18.0,0.0,0.0
12.4,20.1,0.4,3.2,10.4,35.0,26.0,24.0,61.0,46.0,1019.1,1018.4,1.0,1.0,16.3,18.9,0.0,1.0
9.7,20.2,0.0,3.0,10.0,44.0,17.0,30.0,61.0,61.0,1025.2,1023.9,1.0,2.0,16.5,19.0,1.0,0.0
11.6,20.2,3.0,4.0,6.5,35.0,13.0,17.0,85.0,70.0,1029.8,1027.8,6.0,5.0,15.8,18.9,0.0,1.0
13.7,27.2,0.4,0.6,10.3,52.0,11.0,28.0,86.0,39.0,1011.0,1006.4,1.0,1.0,18.2,26.1,0.0,0.0
11.2,20.2,0.0,5.4,9.8,48.0,28.0,31.0,47.0,30.0,1015.3,1013.3,0.0,0.0,16.8,19.9,0.0,0.0
12.1,22.4,0.0,7.2,10.2,59.0,28.0,41.0,53.0,36.0,1015.7,1011.4,0.0,0.0,17.8,21.6,1.0,1.0
11.3,18.5,0.0,6.2,5.8,50.0,19.0,30.0,53.0,27.0,1015.9,1015.9,7.0,2.0,15.2,17.1,1.0,1.0
8.9,19.8,0.0,1.8,7.7,26.0,13.0,9.0,80.0,56.0,1032.6,1028.9,7.0,4.0,12.5,19.4,0.0,0.0
8.7,19.6,0.0,1.8,7.7,26.0,19.0,9.0,81.0,55.0,1029.7,1026.7,5.0,7.0,12.5,17.6,0.0,0.0
9.4,19.3,0.0,2.2,5.1,30.0,20.0,17.0,77.0,52.0,1025.5,1022.4,5.0,6.0,14.1,19.0,0.0,0.0
10.2,17.4,2.2,5.6,9.9,56.0,33.0,30.0,58.0,23.0,1014.4,1016.7,1.0,1.0,14.1,15.0,1.0,0.0
4.3,15.6,0.0,5.6,9.0,31.0,20.0,17.0,54.0,46.0,1024.1,1022.2,1.0,5.0,9.1,14.4,0.0,0.0
5.3,17.3,0.0,2.6,8.0,37.0,22.0,13.0,63.0,54.0,1023.3,1020.6,1.0,6.0,9.3,16.2,0.0,0.0
5.3,21.0,2.2,5.2,9.7,28.0,15.0,11.0,94.0,52.0,1030.3,1025.5,1.0,1.0,10.4,20.5,0.0,1.0
6.6,22.1,0.0,1.8,7.7,52.0,9.0,28.0,85.0,40.0,1026.1,1021.4,7.0,1.0,12.3,21.2,0.0,0.0
5.5,23.0,0.0,2.6,7.8,63.0,24.0,35.0,72.0,33.0,1021.9,1020.0,6.0,2.0,14.1,22.4,0.0,0.0
9.2,17.5,2.0,4.2,0.2,35.0,11.0,17.0,89.0,83.0,1030.0,1030.3,7.0,8.0,11.8,15.4,0.0,0.0
8.8,18.3,2.2,5.2,2.8,31.0,13.0,15.0,91.0,85.0,1027.7,1025.1,7.0,8.0,13.0,16.8,0.0,0.0
13.0,18.7,0.0,1.2,1.3,22.0,13.0,6.0,73.0,96.0,1023.1,1019.6,5.0,8.0,17.7,15.7,0.0,0.0
4.4,17.6,0.0,1.4,9.0,20.0,13.0,11.0,94.0,51.0,1030.2,1027.0,2.0,6.0,7.7,17.0,0.0,0.0
4.4,20.5,0.0,1.0,9.5,26.0,13.0,13.0,79.0,48.0,1027.8,1024.2,1.0,1.0,10.3,20.2,0.0,0.0
7.6,16.5,0.0,1.8,2.3,20.0,7.0,11.0,77.0,72.0,1023.9,1020.9,2.0,7.0,13.2,16.0,0.0,0.0
6.0,14.7,0.2,2.2,0.7,33.0,17.0,13.0,100.0,82.0,1029.7,1025.9,7.0,5.0,8.8,14.1,0.0,0.0
8.8,17.3,2.4,0.2,5.3,24.0,13.0,15.0,84.0,71.0,1025.9,1022.7,5.0,4.0,14.1,15.9,0.0,0.0
6.8,17.3,0.0,4.0,6.2,41.0,24.0,22.0,57.0,63.0,1020.1,1020.9,2.0,5.0,10.6,14.3,0.0,0.0
6.2,16.7,6.0,4.2,5.9,33.0,13.0,11.0,81.0,80.0,1028.0,1027.2,2.0,6.0,11.2,13.9,0.0,0.0
8.8,16.4,2.2,4.2,9.7,65.0,35.0,37.0,64.0,37.0,1012.9,1011.6,2.0,1.0,12.0,16.0,0.0,0.0
7.2,15.9,0.0,6.2,6.7,63.0,13.0,9.0,58.0,41.0,1018.7,1016.2,2.0,5.0,9.9,15.4,0.0,0.0
8.1,16.6,17.6,1.2,6.4,26.0,11.0,15.0,86.0,75.0,1034.1,1031.8,4.0,5.0,12.0,14.8,0.0,0.0
3.5,19.1,0.2,1.8,6.1,26.0,13.0,13.0,97.0,53.0,1033.4,1029.7,7.0,4.0,7.7,18.1,0.0,0.0
5.0,16.6,0.0,3.6,9.8,43.0,30.0,20.0,55.0,37.0,1033.2,1030.9,1.0,1.0,9.1,15.8,0.0,0.0
5.8,17.3,0.0,1.6,7.7,31.0,20.0,15.0,68.0,55.0,1034.9,1030.5,4.0,2.0,9.0,16.6,0.0,1.0
4.0,14.9,0.0,6.0,1.7,35.0,13.0,13.0,61.0,39.0,1022.8,1019.3,7.0,7.0,9.7,13.7,0.0,0.0
3.8,15.3,0.0,2.8,8.8,59.0,33.0,31.0,41.0,34.0,1016.0,1012.2,1.0,5.0,9.6,14.5,0.0,0.0
4.5,17.8,0.0,9.8,9.6,28.0,17.0,17.0,79.0,53.0,1024.6,1019.6,5.0,1.0,9.8,16.6,0.0,0.0
6.2,20.0,0.0,1.4,10.3,52.0,15.0,31.0,57.0,29.0,1019.0,1014.3,1.0,0.0,12.5,19.7,0.0,0.0
3.3,22.2,0.0,5.0,8.7,39.0,11.0,13.0,45.0,26.0,1015.5,1011.0,1.0,2.0,15.7,21.0,0.0,0.0
1.4,20.3,0.0,2.6,7.1,63.0,7.0,26.0,65.0,28.0,1008.6,1004.2,1.0,2.0,11.7,18.9,0.0,0.0
10.6,20.2,2.0,11.2,10.5,28.0,9.0,20.0,81.0,66.0,1027.6,1022.2,1.0,2.0,15.5,18.0,0.0,0.0
6.7,19.8,0.0,2.6,9.9,46.0,26.0,30.0,60.0,32.0,1018.6,1014.3,1.0,6.0,13.5,18.9,0.0,0.0
6.7,16.8,0.0,5.8,10.2,33.0,20.0,22.0,56.0,41.0,1020.7,1020.5,1.0,1.0,13.2,15.6,0.0,0.0
4.2,18.9,0.0,3.0,10.6,30.0,13.0,15.0,68.0,48.0,1026.9,1024.6,1.0,1.0,11.9,17.5,0.0,0.0
13.2,21.1,1.8,1.6,8.3,57.0,13.0,37.0,79.0,50.0,1015.8,1015.0,6.0,1.0,16.6,20.0,0.0,0.0
13.0,19.6,0.0,4.0,1.2,50.0,31.0,22.0,61.0,58.0,1019.3,1017.9,7.0,7.0,14.9,17.9,0.0,0.0
7.0,18.2,0.0,13.0,10.8,37.0,26.0,24.0,52.0,39.0,1020.3,1017.1,1.0,1.0,12.9,16.9,0.0,0.0
7.1,18.4,0.0,3.2,7.7,30.0,17.0,17.0,53.0,49.0,1017.5,1014.2,1.0,6.0,14.9,16.4,0.0,0.0
7.5,20.0,0.4,3.6,10.9,41.0,30.0,20.0,57.0,27.0,1016.5,1013.3,1.0,1.0,13.2,19.4,0.0,0.0
4.2,20.9,0.0,4.0,7.8,31.0,17.0,17.0,51.0,33.0,1018.7,1012.8,4.0,3.0,13.3,20.2,0.0,0.0
6.1,19.8,0.0,4.0,10.6,39.0,28.0,20.0,40.0,29.0,1020.3,1016.0,1.0,1.0,13.3,19.2,0.0,0.0
9.5,19.2,0.0,6.6,10.9,30.0,17.0,22.0,52.0,46.0,1022.9,1021.7,1.0,1.0,15.2,18.2,0.0,0.0
8.0,24.1,0.0,10.2,10.9,33.0,11.0,20.0,67.0,57.0,1028.8,1025.0,1.0,1.0,17.5,22.5,0.0,0.0
7.7,25.2,0.0,4.4,10.9,31.0,11.0,22.0,68.0,44.0,1026.4,1021.1,1.0,1.0,17.8,24.4,0.0,0.0
9.0,28.4,0.0,5.0,10.6,59.0,11.0,37.0,58.0,26.0,1017.4,1011.7,0.0,1.0,19.7,27.9,0.0,0.0
9.6,20.2,0.0,8.0,11.1,30.0,17.0,20.0,44.0,46.0,1017.8,1014.4,1.0,1.0,18.3,19.6,0.0,0.0
10.7,20.3,0.6,3.6,8.2,59.0,15.0,39.0,65.0,52.0,1016.7,1016.4,7.0,1.0,17.7,17.6,0.0,0.0
9.2,15.1,2.0,6.0,2.0,72.0,30.0,35.0,81.0,65.0,1024.8,1024.4,7.0,7.0,10.2,14.4,0.0,0.0
9.0,21.2,1.2,2.8,11.3,33.0,20.0,19.0,62.0,39.0,1021.3,1018.0,1.0,1.0,16.4,19.6,0.0,1.0
6.7,25.6,0.0,4.4,11.2,30.0,13.0,13.0,64.0,23.0,1020.1,1016.2,0.0,1.0,16.6,25.3,1.0,0.0
9.2,22.2,0.0,6.0,9.2,39.0,20.0,28.0,70.0,71.0,1021.6,1020.8,2.0,5.0,20.6,19.9,0.0,1.0
12.4,34.7,0.0,7.8,11.5,24.0,13.0,19.0,42.0,27.0,1024.0,1020.4,1.0,1.0,22.6,32.8,0.0,0.0
13.8,21.4,0.0,7.0,1.1,61.0,37.0,30.0,78.0,73.0,1028.1,1032.7,7.0,8.0,20.4,18.6,0.0,0.0
11.0,29.3,0.0,15.0,9.5,54.0,17.0,20.0,72.0,52.0,1023.4,1018.0,4.0,4.0,20.0,26.4,0.0,1.0
13.7,33.4,1.6,5.6,9.5,57.0,17.0,31.0,75.0,18.0,1017.8,1012.7,1.0,4.0,20.3,32.9,1.0,0.0
18.2,23.8,0.0,7.0,6.8,41.0,22.0,26.0,84.0,72.0,1020.9,1021.0,7.0,6.0,21.1,21.9,0.0,0.0
13.1,31.6,0.0,6.4,11.1,33.0,11.0,22.0,67.0,37.0,1021.4,1016.4,1.0,1.0,21.5,30.3,0.0,1.0
16.6,34.1,0.0,6.6,9.9,44.0,15.0,22.0,54.0,39.0,1014.7,1010.6,1.0,5.0,24.7,30.2,1.0,0.0
14.0,33.6,0.0,6.4,7.5,63.0,19.0,19.0,59.0,54.0,1016.2,1013.5,1.0,7.0,22.9,26.7,1.0,1.0
16.7,20.3,9.2,7.6,1.5,56.0,28.0,35.0,80.0,48.0,1023.9,1024.8,8.0,7.0,17.6,19.4,1.0,1.0
13.3,21.4,1.8,5.2,6.4,35.0,11.0,24.0,45.0,47.0,1024.9,1022.4,4.0,6.0,19.0,19.4,1.0,1.0
19.2,23.8,0.0,6.6,1.3,39.0,15.0,24.0,89.0,82.0,1015.9,1015.2,8.0,8.0,21.8,21.9,0.0,0.0
19.3,21.5,5.0,3.0,0.0,54.0,13.0,31.0,96.0,92.0,1016.8,1015.4,8.0,8.0,19.4,19.2,0.0,0.0
16.1,19.9,11.4,14.6,3.6,41.0,22.0,15.0,83.0,79.0,1019.9,1019.6,8.0,8.0,17.7,18.5,0.0,0.0
12.7,22.1,3.8,3.2,11.9,33.0,7.0,22.0,64.0,53.0,1021.0,1017.9,5.0,6.0,19.7,21.9,0.0,0.0
10.6,26.2,0.0,5.8,12.8,31.0,9.0,20.0,73.0,50.0,1016.4,1013.6,2.0,7.0,19.4,25.6,0.0,0.0
13.5,24.6,0.0,6.0,11.0,37.0,4.0,28.0,66.0,55.0,1020.4,1019.8,5.0,7.0,22.0,23.8,0.0,0.0
9.0,26.3,0.0,5.0,12.9,35.0,13.0,13.0,72.0,44.0,1020.2,1016.8,1.0,1.0,18.1,25.4,0.0,0.0
13.6,34.9,0.0,7.0,13.4,52.0,19.0,30.0,54.0,24.0,1015.5,1011.7,2.0,1.0,22.9,33.7,0.0,0.0
13.5,31.1,0.0,2.4,11.3,44.0,13.0,30.0,69.0,63.0,1012.6,1010.1,1.0,1.0,21.5,24.1,0.0,0.0
15.5,25.3,0.0,6.8,11.2,41.0,15.0,28.0,62.0,51.0,1017.5,1014.5,3.0,1.0,23.0,24.9,0.0,0.0
13.8,32.5,0.0,7.0,12.7,37.0,11.0,22.0,66.0,44.0,1013.8,1008.1,0.0,1.0,23.0,31.4,0.0,0.0
15.4,38.3,0.0,6.4,10.7,37.0,13.0,15.0,62.0,13.0,1011.2,1007.7,3.0,7.0,25.4,36.9,1.0,1.0
19.7,23.6,0.2,11.2,1.7,59.0,20.0,22.0,70.0,75.0,1014.2,1015.5,7.0,8.0,23.0,21.1,1.0,1.0
13.7,27.0,0.0,10.0,10.7,48.0,11.0,30.0,65.0,56.0,1020.8,1019.4,2.0,2.0,23.1,26.3,0.0,1.0
19.3,32.2,0.0,8.0,7.1,35.0,9.0,17.0,64.0,56.0,1018.6,1015.2,7.0,7.0,23.9,28.8,1.0,1.0
21.0,33.9,0.8,6.8,7.3,50.0,11.0,15.0,91.0,46.0,1015.8,1012.9,7.0,7.0,23.0,30.8,1.0,1.0
15.3,31.6,0.0,7.4,9.9,39.0,6.0,22.0,72.0,49.0,1014.9,1011.4,1.0,7.0,24.2,30.2,0.0,1.0
20.1,25.3,0.0,8.0,3.0,54.0,9.0,28.0,76.0,68.0,1015.0,1016.2,7.0,8.0,23.9,21.5,1.0,1.0
19.0,37.1,0.0,11.0,8.2,46.0,22.0,31.0,28.0,72.0,1014.5,1015.7,6.0,7.0,31.9,25.8,0.0,0.0
12.9,23.6,0.0,7.0,11.0,44.0,24.0,24.0,48.0,48.0,1021.8,1020.8,3.0,1.0,21.2,22.4,1.0,1.0
12.7,23.9,0.0,6.2,13.2,31.0,9.0,22.0,65.0,55.0,1019.8,1018.4,1.0,1.0,20.0,23.0,1.0,0.0
20.9,39.2,0.0,6.8,9.6,52.0,7.0,35.0,61.0,24.0,1011.7,1010.0,5.0,5.0,28.5,37.6,0.0,0.0
22.4,29.6,0.0,10.6,9.6,35.0,9.0,20.0,76.0,64.0,1019.8,1016.4,8.0,1.0,23.8,27.8,0.0,0.0
16.9,25.4,2.4,3.8,12.0,30.0,9.0,17.0,74.0,60.0,1020.6,1017.9,1.0,6.0,21.6,24.6,1.0,1.0
